;file;new_index
0;../Datasets/MR/Parsed/Train/0_10000.txt;5890
1;../Datasets/MR/Parsed/Train/0_10001.txt;3768
2;../Datasets/MR/Parsed/Train/0_10002.txt;1551
3;../Datasets/MR/Parsed/Train/0_10003.txt;4279
4;../Datasets/MR/Parsed/Train/0_10004.txt;7754
5;../Datasets/MR/Parsed/Train/0_10005.txt;4482
6;../Datasets/MR/Parsed/Train/0_10006.txt;5317
7;../Datasets/MR/Parsed/Train/0_10007.txt;10112
8;../Datasets/MR/Parsed/Train/0_10008.txt;588
9;../Datasets/MR/Parsed/Train/0_10009.txt;4987
10;../Datasets/MR/Parsed/Train/0_10010.txt;1463
11;../Datasets/MR/Parsed/Train/0_10011.txt;1132
12;../Datasets/MR/Parsed/Train/0_10012.txt;2574
13;../Datasets/MR/Parsed/Train/0_10013.txt;4596
14;../Datasets/MR/Parsed/Train/0_10014.txt;437
15;../Datasets/MR/Parsed/Train/0_10015.txt;3823
16;../Datasets/MR/Parsed/Train/0_10016.txt;9578
17;../Datasets/MR/Parsed/Train/0_10017.txt;3472
18;../Datasets/MR/Parsed/Train/0_10018.txt;8703
19;../Datasets/MR/Parsed/Train/0_10019.txt;863
20;../Datasets/MR/Parsed/Train/0_10020.txt;2958
21;../Datasets/MR/Parsed/Train/0_10021.txt;6344
22;../Datasets/MR/Parsed/Train/0_10022.txt;4032
23;../Datasets/MR/Parsed/Train/0_10023.txt;5354
24;../Datasets/MR/Parsed/Train/0_10024.txt;6955
25;../Datasets/MR/Parsed/Train/0_10025.txt;6804
26;../Datasets/MR/Parsed/Train/0_10026.txt;2381
27;../Datasets/MR/Parsed/Train/0_10027.txt;8903
28;../Datasets/MR/Parsed/Train/0_10028.txt;152
29;../Datasets/MR/Parsed/Train/0_10029.txt;8623
30;../Datasets/MR/Parsed/Train/0_10030.txt;10409
31;../Datasets/MR/Parsed/Train/0_10031.txt;9564
32;../Datasets/MR/Parsed/Train/0_10032.txt;3337
33;../Datasets/MR/Parsed/Train/0_10033.txt;4778
34;../Datasets/MR/Parsed/Train/0_10034.txt;2634
35;../Datasets/MR/Parsed/Train/0_10035.txt;10159
36;../Datasets/MR/Parsed/Train/0_10036.txt;166
37;../Datasets/MR/Parsed/Train/0_10037.txt;6417
38;../Datasets/MR/Parsed/Train/0_10038.txt;4176
39;../Datasets/MR/Parsed/Train/0_10039.txt;248
40;../Datasets/MR/Parsed/Train/0_10040.txt;8322
41;../Datasets/MR/Parsed/Train/0_10041.txt;4147
42;../Datasets/MR/Parsed/Train/0_10042.txt;5329
43;../Datasets/MR/Parsed/Train/0_10043.txt;7998
44;../Datasets/MR/Parsed/Train/0_10044.txt;5625
45;../Datasets/MR/Parsed/Train/0_10045.txt;2863
46;../Datasets/MR/Parsed/Train/0_10046.txt;10138
47;../Datasets/MR/Parsed/Train/0_10047.txt;7025
48;../Datasets/MR/Parsed/Train/0_10048.txt;7759
49;../Datasets/MR/Parsed/Train/0_10049.txt;1116
50;../Datasets/MR/Parsed/Train/0_10050.txt;10334
51;../Datasets/MR/Parsed/Train/0_10051.txt;6914
52;../Datasets/MR/Parsed/Train/0_10052.txt;3463
53;../Datasets/MR/Parsed/Train/0_10053.txt;8912
54;../Datasets/MR/Parsed/Train/0_10054.txt;9000
55;../Datasets/MR/Parsed/Train/0_10055.txt;8825
56;../Datasets/MR/Parsed/Train/0_10056.txt;5780
57;../Datasets/MR/Parsed/Train/0_10057.txt;6485
58;../Datasets/MR/Parsed/Train/0_10058.txt;2915
59;../Datasets/MR/Parsed/Train/0_10059.txt;2753
60;../Datasets/MR/Parsed/Train/0_10060.txt;2665
61;../Datasets/MR/Parsed/Train/0_10061.txt;6332
62;../Datasets/MR/Parsed/Train/0_10062.txt;6131
63;../Datasets/MR/Parsed/Train/0_10063.txt;409
64;../Datasets/MR/Parsed/Train/0_10064.txt;467
65;../Datasets/MR/Parsed/Train/0_10065.txt;4407
66;../Datasets/MR/Parsed/Train/0_10066.txt;607
67;../Datasets/MR/Parsed/Train/0_10067.txt;4074
68;../Datasets/MR/Parsed/Train/0_10068.txt;7100
69;../Datasets/MR/Parsed/Train/0_10069.txt;7819
70;../Datasets/MR/Parsed/Train/0_10070.txt;9345
71;../Datasets/MR/Parsed/Train/0_10071.txt;9130
72;../Datasets/MR/Parsed/Train/0_10072.txt;2232
73;../Datasets/MR/Parsed/Train/0_10073.txt;890
74;../Datasets/MR/Parsed/Train/0_10074.txt;3309
75;../Datasets/MR/Parsed/Train/0_10075.txt;5764
76;../Datasets/MR/Parsed/Train/0_10076.txt;7692
77;../Datasets/MR/Parsed/Train/0_10077.txt;5586
78;../Datasets/MR/Parsed/Train/0_10078.txt;2207
79;../Datasets/MR/Parsed/Train/0_10079.txt;8963
80;../Datasets/MR/Parsed/Train/0_10080.txt;6346
81;../Datasets/MR/Parsed/Train/0_10081.txt;4531
82;../Datasets/MR/Parsed/Train/0_10082.txt;5766
83;../Datasets/MR/Parsed/Train/0_10083.txt;8413
84;../Datasets/MR/Parsed/Train/0_10084.txt;9342
85;../Datasets/MR/Parsed/Train/0_10085.txt;2218
86;../Datasets/MR/Parsed/Train/0_10086.txt;8324
87;../Datasets/MR/Parsed/Train/0_10087.txt;10416
88;../Datasets/MR/Parsed/Train/0_10088.txt;3859
89;../Datasets/MR/Parsed/Train/0_10089.txt;6237
90;../Datasets/MR/Parsed/Train/0_10090.txt;3125
91;../Datasets/MR/Parsed/Train/0_10091.txt;8055
92;../Datasets/MR/Parsed/Train/0_10092.txt;1379
93;../Datasets/MR/Parsed/Train/0_10093.txt;10030
94;../Datasets/MR/Parsed/Train/0_10094.txt;1094
95;../Datasets/MR/Parsed/Train/0_10095.txt;7670
96;../Datasets/MR/Parsed/Train/0_10096.txt;8439
97;../Datasets/MR/Parsed/Train/0_10097.txt;4593
98;../Datasets/MR/Parsed/Train/0_10098.txt;1391
99;../Datasets/MR/Parsed/Train/0_10099.txt;7261
100;../Datasets/MR/Parsed/Train/0_10100.txt;244
101;../Datasets/MR/Parsed/Train/0_10101.txt;2161
102;../Datasets/MR/Parsed/Train/0_10102.txt;5580
103;../Datasets/MR/Parsed/Train/0_10103.txt;1034
104;../Datasets/MR/Parsed/Train/0_10104.txt;2316
105;../Datasets/MR/Parsed/Train/0_10105.txt;1228
106;../Datasets/MR/Parsed/Train/0_10106.txt;4402
107;../Datasets/MR/Parsed/Train/0_10107.txt;1160
108;../Datasets/MR/Parsed/Train/0_10108.txt;10545
109;../Datasets/MR/Parsed/Train/0_10109.txt;10181
110;../Datasets/MR/Parsed/Train/0_10110.txt;6304
111;../Datasets/MR/Parsed/Train/0_10111.txt;3702
112;../Datasets/MR/Parsed/Train/0_10112.txt;2152
113;../Datasets/MR/Parsed/Train/0_10113.txt;8371
114;../Datasets/MR/Parsed/Train/0_10114.txt;6447
115;../Datasets/MR/Parsed/Train/0_10115.txt;5738
116;../Datasets/MR/Parsed/Train/0_10116.txt;4325
117;../Datasets/MR/Parsed/Train/0_10117.txt;8456
118;../Datasets/MR/Parsed/Train/0_10118.txt;6019
119;../Datasets/MR/Parsed/Train/0_10119.txt;2088
120;../Datasets/MR/Parsed/Train/0_10120.txt;8561
121;../Datasets/MR/Parsed/Train/0_10121.txt;1992
122;../Datasets/MR/Parsed/Train/0_10122.txt;5813
123;../Datasets/MR/Parsed/Train/0_10123.txt;5170
124;../Datasets/MR/Parsed/Train/0_10124.txt;2712
125;../Datasets/MR/Parsed/Train/0_10125.txt;2658
126;../Datasets/MR/Parsed/Train/0_10126.txt;5054
127;../Datasets/MR/Parsed/Train/0_10127.txt;1329
